token, -3word, -2word, -1word, +1word, +2word, +3word, Class
effect, fertilis, local, multipli, expect, kick,  , Agriculture
effect, grang, movement, unit, advanc, farmer, agenda, Agriculture
effect, cold, wave, dri, wind,  ,  , Agriculture
effect, bill, gammag, argu, contin, manag, landscap, Agriculture
effect, growth, world, last, cultur, modern, period, Agriculture
effect,  ,  ,  , climact, event, govern, Agriculture
effect, agricultur, due, concern, soil, compact, soil, Agriculture
effect, industri, agricultur, environment, fertil, pesticid, rise, Agriculture
effect, requir, rotat, graze, grazer, thrive, tender, Agriculture
effect, stem, growth, via, cell, divis,  , Agriculture
effect, amplifi, particular, yield, chemic, fertil,  , Agriculture
effect,  ,  , neg, industri, agricultur, emerg, Agriculture
effect,  ,  , advers, agricultur, product, system, Agriculture
effect, question, breed, neg, nutrit, valu, central, Agriculture
effect, target, environ, affect,  ,  ,  , Agriculture
effect, scale, massiv, neg, environ, human, popul, Agriculture
effect, produc, perpetu, neg, environment, qualiti, elsewher, Agriculture
effect, otherwis, water, sourc, nonrenew, resourc,  , Agriculture
effect, resist, diseas, decreas, eros, loss, nutrient, Agriculture
effect, temperatur, reduct, wind,  ,  ,  , Agriculture
effect,  , rock, phosphat, add, microbi, inocul, Agriculture
effect,  ,  ,  , crop, rotat, reduc, Agriculture
effect,  , factor, theatric, airfil, dessert, bake, Cooking
effect, steam, basket, produc, bake, reduc, amount, Cooking
effect, mean, structur, protein, shift, similar, effect, Cooking
effect, effect, shift, similar, cookingbefor, discoveri, nitrat, Cooking
effect,  ,  , neg, presum, caus, nitrat, Cooking
effect,  ,  ,  , magnifi, dri, process, Cooking
effect, concern, global, warm, lowland, climat, narrow, Cooking
effect, variou, type, bloom, occur, chocol, store, Cooking
effect, theobromin, phenethylamin, physiolog, human, presenc, theobromin, Cooking
effect, studi, shown, psychoact, caffein, dose, low, Cooking
effect, low, mg, shown, cognit, performanceexcess, consumpt, Cooking
effect,  ,  ,  , fair, trade, question, Cooking
effect, gourd, squash, profound, world, cook,  , Cooking
effect, asian, cook, similar, obtain, mixtur, rice, Cooking
effect,  ,  , steril, cook, depend, temperatur, Cooking
effect, increas, risk, detriment, food, health,  , Cooking
effect,  , author, attribut, heatlabil, phytonutri,  , Cooking
effect, product, reduc, protect, colon, cancer,  , Cooking
effect, flame, diffus, achiev,  ,  ,  , Cooking
effect, unabl, achiev, culinari,  ,  ,  , Cooking
effect, packag, add, addit,  ,  ,  , Cooking
effect, sand, provid, damp,  ,  ,  , Crafting
effect,  ,  , result, look, somewhat, wave, Crafting
effect, slag, produc, lucki, forgeweld,  ,  , Crafting
effect, perform, farrier, blacksmith, coopt, farrier, trade, Crafting
effect, leav, piec, steel, layer, unharden, iron, Crafting
effect, malleabl, bring, metallurg, harden, anneal, temper, Crafting
effect, take, advantag, venturi,  ,  ,  , Crafting
effect, skill, busi, oper, wide, varieti, custom, Crafting
effect,  , checker, tool, tini, saw, design, Crafting
effect, govern, regul, locksmith, trade, oper, locksmith, Crafting
effect, skill, achiev, convex,  ,  ,  , Crafting
effect, ensur, complet, smoothli,  ,  ,  , Construction
effect, preregist, visitor, email, commun, qr, code, Hospitality
effect, tourism, mitig, neg, caus, grow, impact, Hospitality
effect, crisi, signific, neg, intern, tourism, significantli, Hospitality
effect, life, nation, direct, social, cultur, educ, Hospitality
effect, protect, cultur, asset, tourism, war,  , Hospitality
effect, scholar, suggest, neg, begin, undermin, local, Hospitality
effect,  ,  , econom, tourism, includ, improv, Hospitality
effect, environment, impact, direct, includ, degrad, habitat, Hospitality
effect, natur, phenomena, indirect, increas, harvest, natur, Hospitality
effect, risk, natur, caus, tourism, industri,  , Hospitality
employ, onethird, world, worker, agricultur, servic, sector, Agriculture
employ, threesector, theori, peopl, agricultur, primari, activ, Agriculture
employ, peopl, avail, forc, agricultur,  ,  , Agriculture
employ, constitut, approxim, global, children, countri, employ, Agriculture
employ, employ, children, countri, largest, percentag, women, Agriculture
employ, sector, largest, global,  ,  ,  , Agriculture
employ, produc, livestock, sector, approxim, billion, peopl, Agriculture
employ, wide, base, practic, farmer, scale, practic, Agriculture
employ, varieti, agricultur, practic, world,  ,  , Agriculture
employ,  ,  , incom, farm, expand, resid, Agriculture
employ, simpl, organicfarm, system, crop, rotat, seed, Agriculture
employ, variou, agricultur, method, indigen, peopl,  , Agriculture
employ, supplement, growth, hormon,  ,  ,  , Agriculture
employ, profession, plant, breeder, organ, govern, institut, Agriculture
employ, particular, desir, characterist, progenitor, subsequ, gener, Agriculture
employ, marker, assist, select, diagnost, tool, facilit, Agriculture
employ, techniqu, shortag, field, slash, burn, land, Agriculture
employ,  ,  ,  , multifunct, agricultur, philosophi, Agriculture
employ, found, restaur, hotel, extens, staff, word, Cooking
employ, describ, cook, method, outdoor, cook,  , Cooking
employ,  ,  , frequent,  ,  ,  , Cooking
employ,  , modern, blacksmith, oxyacetylen, similar, blowtorch, Crafting
employ, type, weld, commonli, modern, workshop, includ, Crafting
employ, nativ, american, tribe, blacksmith, striker, armi, Crafting
employ, feder, confeder, armi, blacksmith, shoe, hors, Crafting
employ,  ,  , bladesmith, varieti, metalwork, techniqu, Crafting
employ, adopt, neighbour, roman, techniqu, centuri,  , Crafting
employ,  ,  , gunsmith,  ,  ,  , Crafting
employ,  ,  , self, gunsmith, shop, possess, Crafting
employ, repair, individu, train, militari, polic,  , Crafting
employ, train, certif, award, diploma, engin, colleg, Crafting
employ, mobil, vehicl, institut, institut, investigatori, forens, Crafting
employ, numer, constitut, distinct, set, confin, lock, Crafting
employ,  , jame, watt, whitesmith, experiment, steam, Crafting
employ, carpent, learn, trade, apprenticeship, train, normal, Construction
employ,  ,  , carpent, selfemploy,  ,  , Construction
employ, requir, master, statu, teach, apprentic, craft, Construction
employ,  ,  , time, doubl,  ,  , Construction
employ,  ,  , construct, provid, condit, free, Construction
employ, gdp, develop, countri, global, workforc, peopl, Construction
employ, project, design, team,  ,  ,  , Construction
employ, construct, compris, gdp, total, employ, workforc, Construction
employ, gdp, employ, total, workforc, globe, account, Construction
employ, construct, major, sourc, countri, relianc, busi, Construction
employ, construct, worker, worker, manual, labour, physic, Construction
employ, question, legal, statu, commit, crime, wage, Construction
employ, categori, cost, incur, peopl, worker, craft, Construction
employ, pay, health, insur, pay, directli, employe, Construction
employ, insur, worker, compens, pay, employ, worker, Construction
employ, compens, employ, pay, worker,  ,  , Construction
employ, unit, time, requir, peopl, worker, craft, Construction
employ,  ,  , shop, requir, join, financi, Construction
employ, condit, hire, continu,  ,  ,  , Construction
employ,  ,  , qs, standard, method, measur, Construction
employ, degre, strongli, prefer, industri, requir,  , Hospitality
employ, receptionist, attribut, person, organ, receiv, greet, Hospitality
employ, servic, largest, categori, england, wale, agricultur, Hospitality
employ, help, reli, cleaner, directli, agenc, maid, Hospitality
employ, uppermiddl, class, household, histor,  ,  , Hospitality
employ, women, limit, opportun, educ, women,  , Hospitality
employ,  , maid, requir, wear, uniform,  , Hospitality
employ,  , foreign, women, saudi, arabia, kuwait, Hospitality
employ, casino, hotel, signific, atlant, citi, local, Hospitality
employ,  , gener, opportun, servic, sector, economi, Hospitality
employ, increas, standard, live, opportun,  ,  , Hospitality
europ, emerg, eurasia, includ, east, asia, southwest, Agriculture
europ, speci, develop, breed, north, america,  , Agriculture
europ,  , middl, age, islam, world, agricultur, Agriculture
europ, fruit, tree, orang, alandalu,  ,  , Agriculture
europ, sweet, potato, manioc, world, crop, wheat, Agriculture
europ,  ,  , centuri, exampl, popul, engag, Agriculture
europ, institut, program, search, japan, natur, enemi, Agriculture
europ,  ,  ,  , tradit, famili, farm, Agriculture
europ, spread, middl, east, peopl, live, central, Agriculture
europ, peopl, live, central, use, oxen, pull, Agriculture
europ, techniqu, practic, primarili,  ,  ,  , Agriculture
europ, ancient, mediterranean, western, built, exist, system, Agriculture
europ, age, islam, world, agricultur, transform, improv, Agriculture
europ, fruit, tree, orang, alandalu,  ,  , Agriculture
europ, sweet, potato, manioc, world, crop, wheat, Agriculture
europ, origin, eurasia, includ, east, asia, southwest, Agriculture
europ, bronz, age, central,  ,  ,  , Agriculture
europ, revolution, farm, northern, centuri,  ,  , Agriculture
europ, introduc, major, crop, alandalu, techniqu, cultiv, Agriculture
europ, monasteri, spread, throughout, center, collect, knowledg, Agriculture
europ, concept, summer, irrig, develop, begin, plantat, Agriculture
europ, allow, increas, product, lead, develop, product, Agriculture
europ, wet, soil, northern,  ,  ,  , Agriculture
europ,  , time, farmer, move, field, crop, Agriculture
europ, stapl, crop, throughout, late,  ,  , Agriculture
europ, throughout, british, empir,  ,  ,  , Agriculture
europ, form, guano, import, peru, artifici, pesticid, Agriculture
europ, iceland, germani, east, plant, breeder, involv, Agriculture
europ, subsist, agricultur, disappear, begin, world, war, Agriculture
europ,  , central, eastern, subsist, semisubsist, agricultur, Agriculture
europ, wood, main, fuel, centuri,  ,  , Cooking
europ, art, bake, throughout, eventu, spread, eastern, Cooking
europ, aztec, chocol, import,  ,  ,  , Cooking
europ, establish, foothold, throughout,  ,  ,  , Cooking
europ, coat, candi, travel,  ,  ,  , Cooking
europ,  ,  ,  , account, world, chocol, Cooking
europ, intern, chocol, compani, compani, mar, hershey, Cooking
europ, bone, flint, found, middl, east,  , Cooking
europ, classic, marker, ident,  ,  ,  , Cooking
europ,  ,  ,  , grill, meat, smoke, Cooking
europ, relat, culinari, educ,  ,  ,  , Cooking
europ,  , ranhoff, look, solv, staf, expens, Cooking
europ,  ,  ,  , recip, frequent, refer, Cooking
europ,  ,  , northern, wheat, rye, fat, Cooking
europ, origin, predomin, southern, oliv, oil, ubiquit, Cooking
europ, cuisin, includ, cuisin, western, countri,  , Cooking
europ, european, cuisin, includ, extent, russia, nonindigen, Cooking
europ, specif, cuisin, continent, context, synonym, continent, Cooking
europ, immigr, peopl, primarili,  ,  ,  , Cooking
europ,  ,  , western, mideast, tradit, technolog, Crafting
europ, fri, pan, cookwar, introduct, iron, smelt, Crafting
europ, damascu, steel, replic,  ,  ,  , Crafting
europ, boom, product, regard,  ,  ,  , Crafting
europ,  ,  ,  , en, commonli,  , Crafting
europ, cultur, africa, asia, india, north, america, Crafting
europ,  ,  , mediev, goldsmith, organ, guild, Crafting
europ, public, tradesilversmith, mediev, england, form, guild, Crafting
europ, centuri, sawmil, come,  ,  ,  , Construction
europ, wood, ship, build,  ,  ,  , Construction
europ, hotel, inn, mediev,  ,  ,  , Hospitality
europ, prolifer, throughout, western, north, america, centuri, Hospitality
europ, hotel, inn, mediev, possibl, date, rule, Hospitality
europ, organis, hotel, industri, chalet, hotel, cater, Hospitality
europ, prolifer, throughout, western, north, america, centuri, Hospitality
europ, swiss, alp, hotel, built, entir, straw, Hospitality
europ,  , approxim, hostel, approxim, hostel, unit, Hospitality
europ, world, war, hostel, temporarili, shut, place, Hospitality
europ, type, selfcontain, resort, accommod, villa,  , Hospitality
europ,  ,  ,  , north, america, ski, Hospitality
europ, famili, mention, central,  ,  ,  , Hospitality
europ, tour, tradit, trip, germani, itali, undertaken, Hospitality
europ, sigismund, embark, journey, custom, polish, nobil, Hospitality
europ, histor, resort, continent, wellestablish, palac, hotel, Hospitality
europ, grand, circular, tour,  ,  ,  , Hospitality
europ,  , cook, advantag, rapidli, expand, railway, Hospitality
europ, addit, holiday, continent, india, asia, western, Hospitality
europ,  ,  , continent, seasid, resort, includ, Hospitality
europ, uptrend, tourism, decadesvagu, intern, travel, short, Hospitality
europ, sri, lanka, eastern, cuba, canada, regulatori, Hospitality
europ, subject, visit, site, equal, authent,  , Hospitality
exampl, intensif, increas, sedent, natufian, cultur, levant, Agriculture
exampl,  , centuri, europ, popul, engag, agricultur, Agriculture
exampl, benefici, characterist, human, larger, fruit, seed, Agriculture
exampl,  ,  ,  , averag, yield, corn, Agriculture
exampl,  ,  ,  , propos, voluntari, code, Agriculture
exampl,  ,  ,  , meansbas, indic, qualiti, Agriculture
exampl,  ,  ,  , meansbas, analysi, look, Agriculture
exampl,  ,  ,  , rais, graze, livestock, Agriculture
exampl, land, machineri, resourc, latter, collect, farm, Agriculture
exampl,  ,  ,  , crop, histor, consid, Agriculture
exampl, period, time, decay, includ, cereal, starchi, Agriculture
exampl, intensif, increas, sedent, natufian, cultur, levant, Agriculture
exampl,  ,  ,  , semitough, rachi, larger, Agriculture
exampl, decreas, ownership, concentr, million, pig, farm, Agriculture
exampl, rais, limit, land, rotat, graze, western, Agriculture
exampl,  ,  ,  , ten, million, hog, Agriculture
exampl, nitrogen, compound, midwest, travel, mississippi, degrad, Agriculture
exampl, agricultur, product, system, rapidli, develop, resist, Agriculture
exampl,  ,  ,  , mildewresist, pea, cross, Agriculture
exampl,  ,  ,  , cereal, tritical, wheat, Agriculture
exampl,  ,  , return, mildew, resist, pea, Agriculture
exampl, unsuit, human, consumpt, poison, solanin, unintent, Agriculture
exampl,  ,  ,  , cauliflow, mosaic, viru, Agriculture
exampl,  ,  ,  , cotton, bollworm, common, Agriculture
exampl, risk, percept, continu, germani, thrown, weight, Agriculture
exampl,  ,  ,  , includ, varieti, registr, Agriculture
exampl, strengthen, breeder, right, lengthen, period, varieti, Agriculture
exampl,  ,  ,  , seen, asia, food, Agriculture
exampl,  ,  ,  , nomad, bhotiya, gujjar, Agriculture
exampl,  ,  ,  , mitig, climat, chang, Agriculture
exampl,  ,  ,  , global, view, warrant, Agriculture
exampl,  ,  ,  , lead, rise, zoonot, Agriculture
exampl, nitrogen, fixat, legum, conjunct, plant, reli, Agriculture
exampl,  , grain, rice, success, genet, modifi, Agriculture
exampl,  ,  ,  , uganda, genet, modifi, Agriculture
exampl,  ,  ,  , nepal, built, greenhous, Agriculture
exampl,  ,  , wellknown, includ, beef, wellington, Cooking
exampl,  ,  ,  , bake, custard, use, Cooking
exampl,  ,  ,  , scone, ritz, london, Cooking
exampl,  ,  ,  , includ, souschef, act, Cooking
exampl,  ,  ,  , vessel, found, olmec, Cooking
exampl,  ,  ,  , aztec, system, turkey, Cooking
exampl,  ,  ,  , raw, cereal, grain, Cooking
exampl, outsid, person, quarter, restaur, school,  , Cooking
exampl, author, set, standard, tabl, fluid, ounc, Cooking
exampl,  ,  ,  , recip, call, cup, Cooking
exampl, themselv, popular, region, japanes, rice, japanes, Cooking
exampl,  ,  ,  , tropic, diet, base, Cooking
exampl,  ,  ,  , food, preserv, winter, Cooking
exampl,  ,  , recent, fusion, cuisin, combin, Cooking
exampl,  ,  ,  , central, north, south, Cooking
exampl, typic, assyrian, cuisin, type, meal, found, Cooking
exampl,  ,  ,  , bitter, denatonium, ad, Cooking
exampl,  ,  ,  , methanol, blend, ethanol, Cooking
exampl,  ,  , common, infus, tea, herbal, Cooking
exampl, product, process, sourc, ad, water, concentr, Cooking
exampl, solsourc, solar, stove, hightemperatur, solar, stove, Cooking
exampl,  ,  ,  , anvil, specif, farrier, Crafting
exampl,  ,  ,  , anvil, exist, lb, Crafting
exampl, human, practic, fair, variou, speci, anim, Crafting
exampl, thoroughli, document, etholog, tool, anim, wild, Crafting
exampl, visual, metaphor, common, warner, brother, looney, Crafting
exampl, gounod, verdi, wagner,  ,  ,  , Crafting
exampl,  ,  ,  , draw, smith, chisel, Crafting
exampl,  ,  ,  , prepar, hammerhead, smith, Crafting
exampl,  ,  ,  , fashion, crosspeen, hammer, Crafting
exampl, museum, frequent, preserv, bronz, age, metalwork, Crafting
exampl, bronz, age, metalwork, artifact, iron, age, Crafting
exampl,  ,  ,  , ancient, iron, extant, Crafting
exampl, sword, month, law,  ,  ,  , Crafting
exampl, harden, anneal, temper,  ,  ,  , Crafting
exampl, protect, metal, spread, nearbi, hammer, blow, Crafting
exampl,  ,  ,  , shape, flat, vshape, Crafting
exampl, problemat, metal, bronz,  ,  ,  , Crafting
exampl,  ,  ,  , chang, factori, sight, Crafting
exampl, fashion, use, item, tool, kitchenwar, tablewar, Crafting
exampl, mean, special, craftsperson, wordsmith, tunesmith, synonym, Crafting
exampl, build, refer, complex, hous, complex, educ, Construction
exampl,  ,  ,  , prevent, fall, includ, Construction
exampl,  ,  ,  , engin, newsrecord, usbas, Construction
exampl,  ,  , client, appoint, busi, design, Construction
exampl,  ,  ,  , construct, delay, costli, Construction
exampl, stage, onsit, activ, build, foundat, commenc, Construction
exampl,  ,  ,  ,  ,  ,  , Construction
exampl,  ,  ,  , role, qualif, rout, Construction
exampl,  ,  ,  , labor, carri, wide, Construction
exampl,  ,  ,  , project, manag, coordin, Construction
exampl,  ,  ,  , boston, austin,  , Construction
exampl,  ,  ,  , excav, mhci,  , Construction
exampl,  ,  ,  , excav, cyday, hour, Construction
exampl,  ,  ,  , safeti, meet, travel, Construction
exampl,  ,  ,  , wage, rate, hour, Construction
exampl,  ,  ,  , excav, cyday, cyhour, Construction
exampl,  ,  ,  , select, rate, refer, Construction
exampl,  ,  ,  , specif, type, excav, Construction
exampl,  ,  ,  , mm,  ,  , Construction
exampl, specif, destin, themselv, casino, holiday, resort, Hospitality
exampl,  , famou, london, inn, includ, georg, Hospitality
exampl,  ,  ,  , brand, includ, grand, Hospitality
exampl,  ,  ,  , brand, includ, waldorf, Hospitality
exampl,  ,  ,  , includ, hotel, sheraton, Hospitality
exampl,  ,  ,  , includ, hyatt, holiday, Hospitality
exampl,  ,  ,  , includ, ibi, budget, Hospitality
exampl,  ,  ,  , includ, staybridg, suit, Hospitality
exampl,  ,  ,  , timeshar, brand, includ, Hospitality
exampl,  ,  ,  , chain, motel, includ, Hospitality
exampl, creat, captiv, trade, casino, amus, park, Hospitality
exampl,  ,  ,  , globe, riosol, hotel, Hospitality
exampl, daytim, occup, day, rodeway, inn, suit, Hospitality
exampl, larger, ice, complex, mammut, snow, hotel, Hospitality
exampl, tree, structur, element, treehotel, near, piteå, Hospitality
exampl,  ,  ,  , hostel, featur, inhous, Hospitality
exampl,  ,  ,  , honolulu, hawaii, upscal, Hospitality
exampl,  ,  ,  , includ, blackpool, brighton, Hospitality
exampl,  ,  ,  , atlanti, bahama, walt, Hospitality
exampl,  ,  , notabl, club, med, sandal, Hospitality
exampl,  ,  ,  , resort, cater, adult, Hospitality
exampl,  ,  ,  , yulara, northern, territori, Hospitality
exampl,  ,  ,  , hotel, industri, nighttim, Hospitality
exampl,  ,  ,  , telephon, call, answer, Hospitality
exampl,  , do, practic, guest, flight, arriv, Hospitality
exampl,  ,  ,  , current, possibl, autocheckin, Hospitality
exampl,  ,  ,  , fascin, british, royal, Hospitality
exampl, greec, provid, excel,  ,  ,  , Hospitality
exampl, upperclass, student, rare, classic, art, histori, Hospitality
exampl, result, tourist, hazard, lascaux, cave, rebuilt, Hospitality
exampl,  ,  ,  , common, nich, tourism, Hospitality
exampl,  ,  ,  , peopl, prefer, simpl, Hospitality
exampl,  , chang, lifestyl, retirementag, peopl, sustain, Hospitality
exampl,  ,  ,  , jurisdict, wherein, signific, Hospitality
exampl, reach, poor, success, money, reach, poor, Hospitality
exampl,  ,  ,  , event, tourism, music, Hospitality
exampl,  , countri, offer, type, tourism, develop, Hospitality
exampl, optim, exist, infrastructur, rent, hall, auditorium, Hospitality
exampl, crime, act, genocid, concentr, camp,  , Hospitality
exampl,  ,  , promin, mobil, socal, tourist, Hospitality
exampl,  , threat, includ, terrorist, look, destabil, Hospitality
fire,  , nativ, control, region, scale, creat, Agriculture
fire, scale, creat, lowintens, ecolog, sustain, lowdens, Agriculture
fire, arthropod, includ, scorpion, ant, bee, wasp, Agriculture
fire,  , nativ, control, region, scale, creat, Agriculture
fire, scale, creat, lowintens, ecolog, prevent, larger, Agriculture
fire, prevent, larger, catastroph, sustain, lowdens, agricultur, Agriculture
fire, bake, buri, ember, favorit, method, cook, Cooking
fire,  , human, master, past, roast, hot, Cooking
fire, breadmak, easier, time, creat,  ,  , Cooking
fire, bastabl, bread, oven, pan, bake, oven, Cooking
fire, doufeu, french, gentl, feu, de, compagn, Cooking
fire, world, grill, food, use, electr, stove, Cooking
fire, prepar, food, heat, activ, uniqu, human, Cooking
fire, evid, support, control, human, million,  , Cooking
fire,  , evid, control, homo, erectu, begin, Cooking
fire, anthropologist, widespread, cook, hearth, appear,  , Cooking
fire, inform, home, commun, enjoy, famili, cultur, Cooking
fire, accustom, due, risk, damag, campfir, illeg, Cooking
fire, pot, place, hung,  ,  ,  , Cooking
fire, place, grill, catch, requir, constant, attent, Cooking
fire,  ,  ,  , allow, lightweight, charcoal, Cooking
fire, spider, elev, allow, directli, beneath,  , Cooking
fire, flat, stone, directli, top, stone,  , Cooking
fire, handl, suspend, pot, wide, avail, sometim, Cooking
fire, hot, coal, keyhol, addit, coal, place, Cooking
fire,  , pot, hang, picturesqu, spill, rig, Cooking
fire, variou, height, temperatur,  ,  ,  , Cooking
fire, grill, skewer, hung,  ,  ,  , Cooking
fire, tripod, cook, directli,  ,  ,  , Cooking
fire,  ,  , properli, reason, bed, coal, Cooking
fire, coal, burn, roar,  ,  ,  , Cooking
fire,  , lift, pot, log, similar, size, Cooking
fire, metal, thread, mesh, basket,  ,  , Cooking
fire, allow, continu, airflow, provid, optim, heat, Cooking
fire, bamboo, set, diagon,  ,  ,  , Cooking
fire, simpli, cover, pit, built, demonstr, techniqu, Cooking
fire, wooden, plank, set,  ,  ,  , Cooking
fire, place, heat, stone, fireh, stone, drop, Cooking
fire, cook, take, woodburn, wood, avail, fuel, Cooking
fire, includ, inform, intens,  ,  ,  , Cooking
fire, wood, scarc, signific, environment, hazard, build, Cooking
fire, pan, heat, twiggi, mimic, charcoal, lid, Cooking
fire, oven, place, ground, gather, thermal, radiat, Cooking
fire,  , cook, hunter,  ,  ,  , Cooking
fire, lightweight, synthet, materi, retard,  ,  , Cooking
fire,  ,  ,  , flame, properli, extinguish, Cooking
fire, involv, camp, cook, result, fatal, sever, Cooking
fire, safe, distanc, sleep, near, camp, cook, Cooking
fire, heat, hot, smoke, smoke, wood, hot, Cooking
fire, hold, food, cook, fireplac, campfir, roast, Cooking
fire, sturdi, base, impact, resist, materi,  , Crafting
fire,  ,  , anvil, practic, fire, anvil, Crafting
fire, anvil, fire, practic, anvil, air, use, Crafting
fire, scale, typic, form, weaken, caus, fail, Crafting
fire,  , smith, make, reduc, fire, fire, Crafting
fire, make, fire, reduc, fire, heart, deal, Crafting
fire, fire, reduc, fire, heart, deal, heat, Crafting
fire, join, wire, brush, heat,  ,  , Crafting
fire, dress, metal, goe, brought, near, weld, Crafting
fire, weld, heat, remov, brush,  ,  , Crafting
fire, metal, forg, return,  ,  ,  , Crafting
fire, metal, smith, remov, expos, air, rapidli, Crafting
fire,  , smith, probe, bit, steel, wire, Crafting
fire, smith, commonli, metal, let, surround, air, Crafting
fire, quickli, take, metal, anvil, bring, mate, Crafting
fire, final, smith, return,  ,  ,  , Crafting
fire,  , god, metalwork, craftsmen,  ,  , Crafting
fire, mideast, tradit, technolog, hot, melt, iron, Crafting
fire, origin, fuel, forg, charcoal,  ,  , Crafting
fire, properli, regul, charcoalco, air, immedi, fire, Crafting
fire, fire, air, immedi, reduc, atmospher,  , Crafting
fire, provid, water, control, forg,  ,  , Crafting
fire, fireplac, design, allow, control, metal, introduc, Crafting
fire, control, metal, introduc, brought, malleabl, bring, Crafting
fire,  ,  , forg, type, forg, control, Crafting
fire, pipe, air, forc,  ,  ,  , Crafting
fire, construct, mudbrick, adob, brick, stone, construct, Crafting
fire, introduc, addit, air, tuyer,  ,  , Crafting
fire,  , addit, air, consum, fuel, faster, Crafting
fire, balanc, fuel, air, suit, particular, kind, Crafting
fire, adjust, maintain, shape,  ,  ,  , Crafting
fire, oper, hot, core, ball, burn, coke, Crafting
fire,  ,  , heart, surround, layer, hot, Crafting
fire, transform, coke, heat,  ,  ,  , Crafting
fire, pack, maintain, shape, heart, coal, burn, Crafting
fire,  ,  , larger, smith, increas, air, Crafting
fire, increas, air, flow, feed, deepen, coke, Crafting
fire, adjust, length, width, forg, accommod, shape, Crafting
fire, major, variat, forg, describ, backdraft, fire, Crafting
fire, fire, describ, backdraft, pot, tuyer, enter, Crafting
fire, raw, fuel, heart, coal, fire, handl, Crafting
fire, heart, fire, coal, handl,  ,  , Crafting
fire, compar, coal, forg, produc, clean, consist, Crafting
fire,  ,  , versatil, reshap, accommod, unusu, Crafting
fire, withstand, level, recoil, thousand, round,  , Crafting
fire, silversmith, charcoal, coke, forg, lungpow, blowpip, Crafting
fire, iron, till, soften, forg, hearth, rais, Crafting
fire, air, centr, forg, coal, coal, dust, Crafting
fire,  ,  ,  , thrust, iron, bellow, Crafting
fire, requir, decor, finish, grate, coldwork, screw, Crafting
fire, build, code, regul, code, life, safeti, Construction
fire,  , build, suffer, damag, flood, special, Construction
fire, materi, tool, project, explos, electrocut, nois, Construction
fire, prevent, ill, injuri, regul,  ,  , Construction
fire, expans, structur, integr, protect, requir, municip, Construction
fire, engin, structur, engin, protect, engin, plan, Construction
food, domest, speci, creat, surplus, enabl, peopl, Agriculture
food, agricultur, product, broadli, fiber, fuel, raw, Agriculture
food,  ,  ,  , class, includ, cereal, Agriculture
food, maintain, life, includ, fiber, forest, product, Agriculture
food,  ,  , stapl, crop, grain, wheat, Agriculture
food,  ,  , wild, includ, wild, rice, Agriculture
food,  , forest, guinea, plant, human, select, Agriculture
food, union, certifi, organ, reform, common, agricultur, Agriculture
food, includ, genet, modifi,  ,  ,  , Agriculture
food, popul, growth, threaten, secur, world,  , Agriculture
food, agricultur, solut, concern, price, overal, food, Agriculture
food, food, price, overal, secur, favor, experi, Agriculture
food,  ,  , categori, crop, includ, cereal, Agriculture
food, fastest, grow, sector, product, grow, averag, Agriculture
food, accord, report, intern, polici, research, institut, Agriculture
food, agricultur, technolog, impact, product, adopt, combin, Agriculture
food, impact, agricultur, product, secur, trade, intern, Agriculture
food, secur, trade, intern, polici, research, institut, Agriculture
food, risk, hunger, reduc, price, reduc, half, Agriculture
food, gmo, crop, caus, safeti, food, label, Agriculture
food, caus, food, safeti, label, concern,  , Agriculture
food, product, import, gmo, crop,  ,  , Agriculture
food, discuss, regard, label, gmo, eu, current, Agriculture
food, current, requir, gmo, label,  ,  , Agriculture
food, face, challeng, produc, world, grow, popul, Agriculture
food, head, center, global, issu, websit, grow, Agriculture
food, argu, tradeoff, environ, inevit, pesticid, simpli, Agriculture
food, chang, nutrit, qualiti, chang, sea, level, Agriculture
food, probabl, increas, risk, insecur, vulner, poor, Agriculture
food,  ,  , intern, polici, research, institut, Agriculture
food, agricultur, technolog, impact, product, adopt, combin, Agriculture
food, impact, agricultur, product, secur, trade, found, Agriculture
food, risk, hunger, reduc, price, reduc, half, Agriculture
food,  ,  ,  , demand, earth, project, Agriculture
food,  ,  ,  , system, encompass, agricultur, Agriculture
food, market, consumpt, dispos, foodrel, item,  , Agriculture
food, agricultur, account, onefifth, system, energi,  , Agriculture
food,  , unit, elsewher, cost, attribut, food, Agriculture
food, food, cost, attribut, process, distribut, agricultur, Agriculture
food, relat, climat, chang, safeti, natur, disast, Agriculture
food, agricultur, polici, touch, qualiti, ensur, food, Agriculture
food, food, qualiti, ensur, suppli, consist, qualiti, Agriculture
food, suppli, consist, qualiti, secur, ensur, food, Agriculture
food, food, secur, ensur, suppli, meet, popul, Agriculture
food,  ,  ,  , agricultur, organ, unit, Agriculture
food, success, defeat, due, compani, pressur,  , Agriculture
food, varieti, peopl, plant,  ,  ,  , Agriculture
food, commit, increas, sustain, product, sustain, develop, Agriculture
food, goal, hunger, achiev, secur, improv, nutrit, Agriculture
food, livestock, shadow, releas, agricultur, organ, unit, Agriculture
food, capac, biospher, produc, human, popul, domest, Agriculture
food, reason, farm, effici, feed, project, mention, Agriculture
food,  , unit, nation, agricultur, organ, found, Agriculture
food, healthi, soil, essenti, product, adequ, water, Agriculture
food, convers, meet, demand, increas, effect, environ, Agriculture
food, stabil, critic, doubt, product, due, lower, Agriculture
